,translated,comment,sent,off
1281,ಬರಿ ಪ್ರಾಯೋಜನೇಕ್ ಬರಾಡಾ ಫಿಲ್ಮ್ಸ್ ನೋಡೊಡು ಫೇಸ್ಬುಕ್ ಯೂಟ್ಯೂಬ್ ಲಿ ಕಾಮೆಂಟ್ಗಳು Hodiyodu ... Yaavalo Hudugi Siktale Antagram ಲಿ ಹುಡುಕು ಮಾಡೋಡೊ ede indians hanearaha aheha uddara hada hatage ayyo,Bari prayojanake barada films nododu Facebook YouTube li comments hodiyodu...yaavalo hudugi siktale anta instagram li search madodo ede Indians hanebaraha dhesha uddara hada hage ayyo,Negative,Offensive_Targeted_Insult_Group
1723,ಪೀಪಲ್ಸ್ ಲಿಸ್ಟ್ 1) ರಶ್ಮಿಕಾನ್ 2) ರಶ್ಮಿಕಾಳ ತಂದೆ 4) ರಶ್ಮಿಕಾ ಅವರ ರಿಲಾಟಿಯಸ್ ಎನ್ 5) ಮತ್ತು ರಶ್ಮಿಕಾ ಅವರ ಅಭಿಮಾನಿಗಳು.,Disliked people's listn1)rashmikan2)rashmika's mothern3)rashmika's fathern4)rashmika's relativesn5)& rashmika's fans.,Negative,Offensive_Targeted_Insult_Group
681,@Troll ಸ್ಟುಪಿಡ್ ಅಭಿಮಾನಿಗಳು ಲುಯಿ ಗಾಂಡು ಸೂಲ್ ಮ್ಯಾಗರೇನ್ ಮೊಡ್ಲು ನಿನನಾಥಾ ಆದಾ ಇತಿಯಾ ಆಂಥಾಡ್ಕೊಲೊ ಹೋಡಿಯಾಕ್ ಬಂಡು ಹೊಡ್ಸೊಕಾಂಡಂಥುು ಹಾಗಿಯಾ,@Troll Stupid Fans ley gaandu soole magane modlu ninnathra adu idiya antha nodkolo hodiyoke bandu hodsokondanthu hogthiya,Negative,Offensive_Targeted_Insult_Individual
2914,ಪ್ರೀತಿ ಇಲ್ಲಿ ನೀತಿ ಪಿಎಚ್,Love ನಲ್ಲಿ ನೀನು ph,Mixed,Offensive_Targeted_Insult_Individual
1659,Dboss fansnyboss fansnkboss ಅಭಿಮಾನಿಗಳು,Dboss fansnYboss fansnKboss fans,Mixed,Not_offensive
3766,ರಶ್ಮಿಕಾ ಗುಜ್ ಅಭಿಮಾನಿಗಳು ಇರ್ಬೆಕು,Rashmika gube fans irbekhu,Negative,Offensive_Targeted_Insult_Group
7064,ಸಾಹಿತ್ಯನ್ ಬರಿ ದರ್ಶಕ ಜ್ಞಾನ.,ಸಾಹಿತ್ಯನ ಬರೆದಿದ್ದಕ್ಕೆ ಧನ್ಯವಾದಗಳು.,Positive,Not_offensive
2796,ಕಿಕ್ಕಾನಾ ಅಭಿಮಾನಿಗಲಾ ಕಡೆೈಂಡಾ ಆಲ್ಲ್ ಅತ್ಯುತ್ತಮ ಪಾಕ್ಕಾ,Kicchana abhimanigala kadeyinda alll the best pakka,Positive,Not_offensive
4504,ಸೂಪರ್ ಸರ್ ನೆನಿಜವಗ್ಲು ನಂಬಾ ದಹನು ತುಂಬಾ ಹಿಂಡ್ ಎಡಿ.,Super sir nNijavaglu namma desha tumba hinde ede .n        Edakke namma deshed Rajkiya ne karna.,Positive,Offensive_Untargetede
5937,Уны ಇಇಥಥಥ ್್್್ ಅಅ,ಇನ್ನು ಇಂಥ ಒಳ್ಳೆ ಸಾಂಗ್ಸ್ ಇದವೆ ಅಂತ ಗೊತ್ತಿಲ್ಲ ಸೂಪರ್ ಸಾಂಗ್ಸ್,Positive,Not_offensive
3128,ನಾಹು ಮಡುವಾಕೆಲಾಸ ನಾಮ್ಮ ಅಥುಮಾಭಿನಾಕ್ಕಕೆ ದಾಕ್ಡು ಬಾಡುಕುವಿಕ್ ಹೆಮ್ಮೀಪಾಡಬೇಕಾಡಾ ವಿಶಾಯವದ್ರೆಡ್ ಹ್ಯಾಟ್ ನೀವು ಅಭಿನಂದನೆಗಳು ಆಫ್,Naavu maduvakelasa Namma athmabhimanakke dakke baradanthe badukuvude hemmepadabekada vishayaviddare Hat's off you congratulations,Positive,Not_offensive
5505,ಮನೋಜ್ ಇಡು ಚಾರೆರೆ,manoj idu charetre,unknown,Not_offensive
2835,ಲೆ ಮಾರಯಾ ನಿನ ನಿಜಾವಾಗ್ಲು ಹೀರೋ ಕ್ಯಾನೊ ಸೂಪರ್ ಮಾಮಾ Ninna Madirodhu ವಿಡಿಯೋ →,Le maraya ninu nijavaglu hero Kano super mama ninna madirodhu video 🥰,Positive,Not_offensive
5952,ಅವುಗಳು ಸಿನಿಮಾನಾಗಲ,ಇವರ ಸಿನಿಮಾದಲ್ಲಿ ಸಂಸ್ಕೃತಿ ಎದ್ದು ಕಾಣುತ್ತೆ,Positive,Not_offensive
4403,ಸೂಪರ್ ಗುರು .. ಸರೀಯಾಜಿ ugdidiya,Super guru.. Sariyagi ugdidiya,Positive,Not_offensive
1717,ಮಡಿರಾರು ರಶ್ಮಿಕಾ ಕೇಡ್ ಅವರೆ ಎರ್ಬೆಕು!,Dislike madiroru rashmika kade avre erbeku!,Negative,Offensive_Targeted_Insult_Group
3172,ನಂಬಾ ಹಗು ಕೆಲವರ ಆೇಸ್ ನಿಜಾ ಅಯ್ತು. ಟಿಕ್ ಟಾಕ್,Namma hagu kelavara aase nija aytu. Tik tok,Positive,Not_offensive
3886,ಸಾರಾ ಸೂಪರ್ ನಿವ ದೇವರಾ ತಾರಾ ಯಾಲ್ಲರತಾರ ದುದುಡೈಡ್ ಶಿನಾಮದಾವರರು ನಿಮ್ಮಾತ್ರಾ ಹಾಲೆಯಾ ಮನೋಶಿಡ್ ಸಾರಾ,Sara super Nivu devara tara yallaratara duddide shinamadavaratra nimmatra holleya manasidde sara,Positive,Not_offensive
1386,ಬೊಲಿ ಮಕ್ಲು ಯೆಲ್ಲಾಯಾ ಮೊಬೈಲ್ ಆಲಿ ನಥಾ ಈನ್ನಾ ಥಿಯೇಟರ್ ಜಿಇ ಬಡು ಯೆಲ್ಲಿ ನಾಡ್ಥೇರ್,Boli maklu yellaaa mobile ally nodtha edre énna theatre ge bandu yelli nodthaare,Negative,Offensive_Targeted_Insult_Group
3170,ನಮ್ಮ ದೇವರು ನಿಮ್ಮಾ ದೇವರು ಅಂಡಾ ಅಂಕುಲ್ಲೊಡು ಸಂಸ್ಥಾನ್.,Namma devaru nimma devaru anta andkollodu samanyane.,Positive,Not_offensive
5618,ಸೂಪರ್ ಡ್ಯುಪರ್ ಓಲ್ಡ್ ಆಡಿಯೋ ನಾಟಕ,super duper old audio drama,Positive,Offensive_Untargetede
5369,Ansodenu Avrdu ಪ್ರೀತಿ ಮೆರಿಡ್ ಸೂ ಲೈಫ್ ಅಲಿ ಒಬ್ರಿಗೊಬ್ರು ಆರ್ಟಿಎ ಮ್ಯಾಡ್ಕೊಂಡು ನಾಂಕೆ ನಾಂಕೆ ಅಲಿಕಾಂಡ್ಯು ... ಚಾನಗಿರಿ,ansodenu avrdu love merrid soo life ali obrigobru arta madkondu nambke na beliskondu prethina uliskondu... chanagiri,Positive,Not_offensive
1800,Edalla ಕರೋನ ಹವಲಿ ಮುಗ್ಗಿಡ್ ಮೈಲು ಇ ಚಿತ್ರ ನಾ ಮರು ಬಿಡುಗಡೆ ಮಡ್ಬೆಕು,Edalla Corona havali mugid mele e film na re release madbeku,Positive,Not_offensive
2647,ಜೈ ಕ್ರಿಟಿವ್ ಕಣ್ಣಾಡಿಗಾ ಸಪ್ಪರ್,Jai criative kannadiga supper,Positive,Not_offensive
3361,ನಿಜ್ವಾಗ್ಲು ಇ ಹಾಡು ಕೆಲ್ಥಿಡೆ ಕುಶಿಜುಥ್,Nijvaglu e song kelthidre kushyaguthe,Positive,Not_offensive
3487,Obbba Nata ಚಾಲಕ,Obba nata driver ägiddaru adakkintha obba driver natarägiddàre annothe HEMME.,Positive,Not_offensive
3109,ನನ್ನ ನೆಚ್ಚಿನ ಹಾಡು ಎಡು ಸ್ಟೆಪ್ಸ್ ಸೂಪರ್,My favourite song edu steps super,Positive,Not_offensive
1487,ಬ್ರೋ ವಲ್ಲೆಡು ಯಾರಿಗು ಬೆಗಾ ಕಾನ್ಸಾಡಿಲ್ಲಾ,Bro valledu yarigu bega kaansodilla,Negative,Not_offensive
7215,ಹೆಚ್ಚು ವೆಂಕಟ್ ಸೇವೆ ಎಂಡೇಕ್,ಹುಚ್ಚ ವೆಂಕಟ್ ಸೇನೆ ಮಂಡ್ಯ,Negative,Not_offensive
6147,ಕನ್ನಡ ನಿಷ್ಕ ಪ್ರಮಾಣದ ಹಕ್ಕುಗಳು,ಕನ್ನಡ ನಾಡಿನ ಕೀರ್ತಿ ಜಗತ್ತಿನೆಲ್ಲೆಡೆ ಹರಡಲಿ ಅಂತ ಬಯಸುತ್ತೇನೆ,Positive,Not_offensive
3760,ರಶ್ಮಿಕಾ ಬರ್ನೊಲ್ ಅಕ್ಕೊ,Rashmika burnol acchko,Mixed,Offensive_Targeted_Insult_Individual
116,32 ಮೀ,32 M,Mixed,Not_offensive
4139,ಹೆಜ್ಜೆ ಅದ್ಭುತವಾಗಿದೆ,Step was awesome,Positive,Not_offensive
1796,ಇಯಾನ್ ಡೈಲೇಗ್ ಗುರು,Ean dailag guru,Mixed,Not_offensive
6589,ನಾನಿ ಅನುಯಾಯಿಂಗ್ ನಾಮ,ನಾನು ಸಣ್ಣಾವಿದ್ಧಾಗ ನಮ್ಮ ಅಜ್ಜ,unknown,Not_offensive
1207,ಅವರಾ ಸರ್ವಾಧುಕರನು ಪ್ಲಸ್ ಪಾಯಿಂಟ್ ಆಡ್ರೆ ಅಲಿ ಸರ್ವಾಧಿಕಾರಿರಾನಾ ದೇಶಾಡಾ ಹೆಲೆಗಿಗಾಗಿ ಮಾದದಿರೆ ಬಳಸಿ.,Avara sarvadhukaranu plus point adre Alli sarvadhikarirana deshada heligegaagi use maadiddare.,Positive,Not_offensive
5768,ಬುದ್ಧಿವಂತಿಕೆದಾರ ಲೇಖಕ,ಅದ್ಭುತವಾಗಿದೆ ಚಿತ್ರ ದಿಯಾ,Positive,Not_offensive
7033,ಸರಿ ಹಂದಿ ಹಾಡು,ಸರ್ ಹಿಂದಿ song ಬೇಗ ಬಿಡಿ,Positive,Not_offensive
4261,ಸೂಪರ್ ಏಜಿ ಹೆಲಿಡೇರಾ ಬ್ರೋ ಸೊರೂಪರ್,Super agi helidera bro soooooper,Positive,Not_offensive
5038,ನೋಕಿ ನೋ ಗೋಟಾಗಟ್ಟೆ ಪ್ರಚಾರ ಸಾರಿ ಆಗ್ಯಾಲಾ ಅಂಟಾನನ್ನು ನೋಡುತ್ತಾರೆ. ಪ್ಯಾನ್ ಇಂಡಿಯಾ ಮೂವೀ ಇಡು. ದಯವಿಟ್ಟು ಇನ್ನೋ ಪ್ರಮೋಷನ್ beku. Saakagta Illa.,Views nodi ne gottagatte promotion sari aagilla anta. Pan India movie idu. Please innu promotion beku. Saakagta illa.,Negative,Not_offensive
3661,Preethi ge praanaa bidovru idara ??,Preethi ge praana bidovru Idara ??,Positive,Offensive_Untargetede
7150,ಸಸ್ಪಾರ್ ಸಾಂಗ್ ಫ்ப்பும்,ಸೂಪರ್ ಸಾಂಗ್ ಫ್ರಂ ಅಪ್ಪು ಫ್ಯಾನ್,Positive,Not_offensive
3775,ರಶ್ಮಿಕಾ ಉರ್ಕೂ ರಶ್ಮಿಕಾ ದ್ವೇಷಿಗಳು ಹೆರೆನ್ರಾಕ್ಶಿತ್ ನಂತಹ,Rashmika urkoo  rashmika haters like herenRakshith sheety,Negative,Offensive_Targeted_Insult_Individual
5272,ಯೆಲ್ಲಿ ಎಡ್ಡುರು ಗುರು ಇ ಸಂಗೀತ ನಿರ್ದೇಶಕ ಸೂಪರ್ ಮ್ಯೂಸಿಕ್ ಅಲ್ಟಿಮೇಟ್ ಮ್ಯೂಸಿಕ್,Yelli eddru guru e music director super music ultimate music,Positive,Not_offensive
524,@Nithya दhaha avaru behategegalu,@Nithya Sudha avaru devategalu devategalige Ella bhashe barutte,Positive,Not_offensive
2721,Kannada ಉದ್ಯಮ Ali Estu dodda dodda dodda nayakaru nivu busy agodu e cannada natanana mathe ondu ಅವಕಾಶ ಕೋಡ್ಸಿ ಅಖ್ಜ್ ಸಹಾಯ ಮಡಿ ..... ಹೇಲ್ ನ್ಯಾಟರಾನಾ ಮರಿಬ್ಡಿ ಪ್ಲೆಜ್ಜ್,Kannada industry ali estu dodda dodda nayakaru edira nimana nivu nima work ali nivu busy agodu bittu e kannada natanana mathe ondu chance kodsi avarge help madi.....hale natarana maribedi plzzz,Mixed,Not_offensive
6351,ಟ್ರೆಲ್ಲರ್ ನೋಡಿ ಹೆಸರಿಲ್ಲ ಪ್ರೌಢ ದೇವರಾರಾಜ್,ಟ್ರೈಲರ್ ನೋಡಿ ಮೈಯೆಲ್ಲ ರೋಮಾಂಚನವಾಯಿತು! ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್,Positive,Offensive_Targeted_Insult_Other
6545,ನಮ್ಮ ಚಂದನವನದ ಚಲನಚಿತ್ರಗಳು ತುಂಬಾ ವಿಭಿನ್ನವಾಗಿ ವಿಶಿಷ್ಟವಾಗಿ ಸುಂದರವಾಗಿ ಮೂಡಿ ಬರುತ್ತವೆ ಇದು ನಮ್ಮ ಹೆಮ್ಮೆಯ ಕನ್ನಡದ ಸಿನಿಮಾಗಳು ಯಾವ ಪರ ಬಾಷೆ ಚಲನಚಿತ್ರಗಳಿಗೂ ನಮ್ಮ ಕನ್ನಡ ಸಿನಿಮಮಾಗಳು ಕಮ್ಮಿ ಇಲ್ಲ ಕನ್ನಡವೇ ಸತ್ಯ ಕನ್ನಡವೇ ನಿತ್ಯ,ನಮ್ಮ ಚಂದನವನದ ಚಲನಚಿತ್ರಗಳು ತುಂಬಾ ವಿಭಿನ್ನವಾಗಿ ವಿಶಿಷ್ಟವಾಗಿ ಸುಂದರವಾಗಿ ಮೂಡಿ ಬರುತ್ತವೆ ಇದು ನಮ್ಮ ಹೆಮ್ಮೆಯ ಕನ್ನಡದ ಸಿನಿಮಾಗಳು ಯಾವ ಪರ ಬಾಷೆ ಚಲನಚಿತ್ರಗಳಿಗೂ ನಮ್ಮ ಕನ್ನಡ ಸಿನಿಮಮಾಗಳು ಕಮ್ಮಿ ಇಲ್ಲ ಕನ್ನಡವೇ ಸತ್ಯ ಕನ್ನಡವೇ ನಿತ್ಯ,Positive,Not_offensive
6596,ನಾರಾಯಥಾ ಸಂಂದಾಣಿಕ ಭಾಗ,ನಾರಾಯಣ ಸಂತ ಅವರ ಮಹಾಭಾರತದ ಪುಸ್ತಕದ ಮಾಹಿತಿ ಕಳುಹಿಸಿ,Positive,Not_offensive
5946,ಆರಜರ್ಡ್ ಗೊತ್ತಿಲ್ಲದ,ಇರೋದು ಇರಭವದ್ ಗೊತ್ತಿಲ್ಲ,Mixed,Not_offensive
2197,ಕೈ ಮೇಲೆತ್ತು,Hands up,Mixed,Not_offensive
1549,ಚಿಂದಿ ಗುರು .. ಸಕ್ಕತ್.,Chindhi guru.. Sakkath.,Positive,Not_offensive
5488,ಕಿಂಗ್ ಕೆ ಯಾವ್ ರೀಲೀ ಬಡಾರು ..? ಜಾತಿ ಲೆಕ್ಕಾನಾ ಅಥವಾ ಪವರ್ಟಿ ??,king k  yav reeti badavru..?? Jati lekkana or powerty ??,Positive,Offensive_Targeted_Insult_Individual
5229,ಯಾರ್ ಯಾರ್ ಜಸ್ಟಿ ನಿಡ್ಡಿದ್ ಮಡಿರಾ ಎನ್ಎನ್,Yar yar jasti nidde madthira nn,Negative,Not_offensive
7113,ಬುಡಕಟ್ಟು ಗರು ವಿಪಿ ವಾಚ್ ಅಲ್ಟಿಮೇಟ್,ಸೂಪರ್ ಗುರು vp voice ultimate,Positive,Not_offensive
4246,ಸೂಪರ್ ಕಟಿ ಸರ್ ಕೆಲಿ ಬಾಲ ವಾ ವಾರ್ಷ ಅಗುಟ್ಯು ನಮಸ್ಕರ್ ಶಂಭು ಸರ್,Super Kati sir keli bala Varsha agittu namaskar shambhu sir,Positive,Not_offensive
2832,ಲೆ ಗಂಡು ನಾನ್ ಮ್ಯಾಗನ್,Le gandu nan magane,Negative,Offensive_Untargetede
7210,ಹಿ 0 ದಿ ವಿಡಿಯೊಡು,ಹಿಂಗೆ ವಿಡಿಯೋ ಮಾಡು,Positive,Not_offensive
6841,ಮೆಸಿಕ್ ಬೆಳಕನ್ನು 5 ಶಾಲಾಯಿಲ್ಲ,ಮ್ಯುಸಿಕ್ ಅಧ್ಬುತವಾಗಿದೆ  5 ಭಾಷೆಯಲ್ಲೂ ಈ ಸಿನಿಮಾ ಶತದಿನೋತ್ಸವ ಆಚರಿಸಲೆಂದು ರಾಜವಂಶದ ಅಭಿಮಾನಿಗಳ ಪರವಾಗಿ ಶುಭ ಕೋರುತ್ತೇನೆ,Positive,Not_offensive
3394,ನಿಮ್ಮಾ ಸ್ವಾಭಿಣಿ ಜೀವನಾಕುಕುಂಡು ಸಲಾಮ್ ಸಿರ್ಯು ಯು ಇತರರಿಗಿಂತ ದೊಡ್ಡದಾಗಿದೆ,Nimma Swabhimani jeevanakkondu Salam siryou are great than many others,Positive,Not_offensive
1824,ಈ ಸುದ್ದಿ ವರದಿಗಾರರು ಸುಟ್ಟ ಬಾಲಾಸಿ ಮಾಹಿತಿ ಹೆಲೋಡಣ್ಣ ಡೇಮಾಡಿ ಬಡಾಲೈಸಿಕಾಲಿ,Ee news reporters sutti balasi information helodanna dayamadi badalayisikolli,Negative,Offensive_Targeted_Insult_Group
458,@Nandi parrhasarathy ನಿವೇಶನತೆ,@Nandi Parthasarathi ನಿ ಹಾದರಗಿತ್ತಿ,unknown,Offensive_Targeted_Insult_Individual
2221,ಹ್ಯಾಂಡ್ಸ್ ಸಾಂಗ್ ಫುಲ್ ಕಿರಾಕ್ ಸಾಂಗ್,Hands up song full Kirak song,Positive,Not_offensive
5538,ಒಬಾ ಮಿಲೆ ಹಾಗುಟಿಡೇನ್ ಆಂಡ್ರೆ ನವನಿಗೇನ್ ಹೊಗೆಕುಕೆ ಸಹ್ಯ ಮಧುಬಾದಾಲ್ ಅವನ್ ಕಲು ಅಲೆಡು ಕೆಲಜ್ ಲಿಬೊಕೆಡ್ ನಮ್ಮಾಲೀಜಾಸ್,oba mele hogutidane andre navanige melle hogokke sahay madobadallu avan kalu aledu kelage billisoke nodo janare nammalijas,Positive,Offensive_Targeted_Insult_Group
2964,ಮಂಗಲ ಗ್ರೇಕ್ ಹೊಗೆವ್ರಿಜ್ ಎ ಅಶ್ವತಮ ಎಡ್ಡಿಧ್ರೆ ಆಂಥಾ ಗಾಥಿಧ್ರೆ ಅವ್ನಾನ್ ಕುರ್ಸ್ಕೊಂಡು ಮಹಾಭಾರತ ಕಥೀನ್ ಪೂರ್ತಿ ಆಗಿ ಬಾರ್ಸ್ಕೋಥಾ ಎಡ್ರುಸ್ ಎರ್ಟೆ ಯೇಕ್ ಮಹಾಭಾರತ ನಾಡ್ದಿಧಥಾನ್ ಅನ್ನೋ ಬಾದ್ಹಲು ಮಹಾಬರಥ ನಡಿಧು ಸತೀನ್ ಆಥಾ ಪುರಾವೆ ಕುಡಾ ಮಾಧದಾ ಎಡ್ರಾರಾವಾ,Mangala grahake hogovrige a ashwathama eddhidhre   antha gotthidhre avnanne kurskondu mahabharatha kathene poorthi aagi barskotha edhru aste yake   mahabharatha nadedhitthanthe anno badhalu mahabaratha naddhidhu sathyane antha proof kuda madtha edhralwa,Negative,Offensive_Targeted_Insult_Group
3200,Nanage ಜ್ಞಾನ ಈ ವೀಡಿಯೋ,Nanage ಅನ್ಸುತ್ತೆ ಈ ವೀಡಿಯೋ ವನ್ನು ರಶ್ಮಿಯ ಮಂದಣ್ಣ ಫ್ಯಾನ್ಸ್ deslike ಮಾಡಿರಬಹುದು,Negative,Not_offensive
2306,ಅವೇನ್ ಸುರ್ಮಿನಾರಾಯಣ ಟ್ರೈಲರ್ನಲ್ಲಿ ಹಿಡನ್ ವಿವರಗಳು .... ಎನ್,Hidden details in trailer of Avane Srimanarayana ....n,unknown,Not_offensive
395,@Nandi Parrthasarathy 108th daLway,@Nandi Parthasarathi 108ತಗೋ ಡೆಲವೇರಿ ಆಗೋ ಟೈಮ್ ಬಂದ್ರೆ ಈ no ಗೇ cl ಮಾಡು,Mixed,Offensive_Targeted_Insult_Individual
6640,ಧೋರಣೆ ...,ನಿನ್ನ ಪಿಂಡ...,Negative,Offensive_Targeted_Insult_Individual
2919,ಲುಚಾನ್ ತಾರಾ ಪಾರಾ ಬಶಿಯಾವರ್ ಥಿಕಾ ನೆಕ್ಕಾರ್ಡೂ ಅಶೇಟ್ ಅಲ್ವಾ ಗುರು,Lucchan Tara para basheyavra thika nekkbardu ashte Alva guru,Negative,Offensive_Untargetede
1253,ಕಪ್ಪು ಹೃದಯ ಅಲಾ,BLACK HEART ala,Mixed,Not_offensive
5583,ಸರ್ yarige yaru agolla ಅಪ್ಪಾ ಅಮ್ಮಾ ನಾ ಬಿಸಟ್ ಸರ್ ಓಲೆ ಮಾಥುಗಲ್ಲರು,sir yarige yaru agolla appa amma Na biture Sir olle mathugallu,Positive,Not_offensive
2883,Loooo Balee Makla tiktokersnsule Tiktokersnsule Galla ಇಂಡಿಯಾ ಡು ಆರ್ಥಿಕ Jasthe Madereaa NBole Makla NIMA ಹ್ಯಾಂಗ್ Madbeku n tiktokers Nchina uchina ಡು Spooons Ninunbole Maklla ಸೂಲೆ Galane,Looo bolee makla tiktokersnSule Galla India du economy jasthe madeee adree nkn china du madtheraaa nBole makla Nim na hang madbeku n Tiktokers nChina du spoons ninunBole maklla Sule mundee galan,Negative,Offensive_Targeted_Insult_Group
6154,ಕನ್ನಡ ಸಾಹಿತ್ಯ ಯಾವಿಥುರೂ ಆಳ್ವಿಕೆಯ ಸಾಹಿತ್ಯ,ಕನ್ನಡ ಸಾಹಿತ್ಯಕ್ಕೆ ಯಾವತ್ತೂ ಸೋಲಿಲ್ಲ! ಒಳ್ಳೆಯ ಸಾಹಿತ್ಯ ಹೌದು ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ,Positive,Not_offensive
2731,ಕಾನ್ನಾಡಾ ಎನ್ ಓನ್ ರೇಂಜ್ ಜಿಯಾಂಡ್ ಹಾಗಿಡ್ ಹಂದೀಡ್ ರಾಕ್ಷ್ಮಿ ರಾವರಿ ಮತ್ತು ಚಿತ್ರ ಒಪ್ಕೊಲರು ಇಲ್ಲಿ ಹಾಗೆ,Kannada na ond range ge tagond hogide rakshit ravara e film opkoloru like here,Positive,Not_offensive
2582,INTA ಅತ್ಯುತ್ತಮ ಚಲನಚಿತ್ರ ನಾ ರಂಗಭೂಮಿ ನಲ್ಲಿ ನಡಾಕಾಗ್ಲಿಲ್ಲಾ ಅಡೆ ಬೆಜಾರು,Inta Best Movie na Theatre nalli nodakaglilla ade bejaru,Negative,Not_offensive
2154,ಗುರು ಟಿಕ್ಟಾಕ್ ನಿಷೇಧದಲ್ಲಿ ನಿಷೇಧ ನಿಷೇಧ ಗುರು,Guru tiktok ban agbeku ninu correct guru,Positive,Not_offensive
6337,ಕ್ಲಿಕ್ ಮಾಡಿ,ಟಿಕ್ ಟಾಕ್ ಅಲ್ಲಿ ಸಾಂಗ್ ಕೇಳಿರೋರ್ ಲೈಕ್ ಮಾಡಿ,Positive,Not_offensive
6614,ನೀವು ಬಯಸುವ ಇನ್ನೊಂದು ಅವಿನ್ನಾಚರಣೆ,ನಿಜ ನಾ ಇಷ್ಟು ಚನ್ನಾಗಿ  ಹೇಳಿದಿರ,Mixed,Not_offensive
6127,Citae cತಇಯಗಇಇ,ಕತೆ ಕತೆಯಾಗಿ ಇರುತ್ತೆ ಇದನ್ನು ನಂಬಲು ಅಸಾದ್ಯ,Negative,Offensive_Untargetede
335,@ ಲೈಕ್ ಎ ಫೀನಿಕ್ಸ್ ಹೆಲ್ ಹೆಲ್ ಹೆಲ್ಕ್ಕು ಕುಶಿ ಪದ್ಲಿ ಸ್ವಾಲ್ಪ್,@Like a Phoenix hm avarige ade helbku kushi padli swalp,Negative,Not_offensive
980,ಆಡೆ ಅಲ್ಲಾರ್ ಅರ್ಜುನ್ ಸಾಂಗ್ಸ್ 180 ವೀವಿಸ್ ಐಡಿಎಡೆ ಅಡೆರ್ ನೇಮ್ ಸಾಂಗ್ಸ್ 20 ಮಿಲಿಯನ್ ಸಕು ಬೆರೆಯವರಾನಾ ಬೆಲೆಸಿಧು ನವ್ ಬೆಲೆಯೊನಾ ಕಾಮನ್ ಕಣ್ಣಾಡಿಗಸ್,Ade allu arjun songs 180 veiws ide adare nam songs 20 million saku bereyavarana belesidhu nav beleyona common kannadigas,Positive,Not_offensive
6711,ಪುರವಣಿಗಳು ... ಸರದಿ ಲಂಬ,ಪುಣ್ಯಾತ್ಮ... ಸರಣಿ ಫ್ಲಾಪ್ ಕಥೆಗಳು ಮಾಡಿ,Negative,Offensive_Targeted_Insult_Group
1574,ಕಮ್ಯುನಿಸ್ಟ್ ಸರ್ಕಾರ್ beku ಭಾರತ್ ಡಲ್ಲಿ ನು ನಮ್ ಅವ್ರಿಜ್ ಸ್ವಾತಂತ್ರ್ಯ ಜಸ್ತಿ ಅಗೀಡ್,Communist Sarkar beku bharat dalli nu nam avrige freedom jasti agide,Mixed,Not_offensive
3956,ಸಹಿ ಹಂತಗಳು Thumba Channagide ಸರ್.,Signature steps thumba channagide sir .,Positive,Not_offensive
1177,ಮಾದಿ ನಂತಹ ಅಸ್ನ್ ಫಿಲ್ಮ್ ನೋರೊರು,Asn film nodoru like maadi,Positive,Not_offensive
6209,ಕೆಲವರು ಟಿಕ್ ಟಾಕ್ ಅಲ್ಲಿ ಫಿಲಂ ಡೈಲಾಗ್ಸ್ ಮಿಕ್ಸ್ ಮಾಡಿ ಸ್ವಾಮಿ ವಿವೇಕಾನಂದ ಎಪಿಜೆ ಅಬ್ದುಲ್ ಕಲಾಂ ಜಿ ಥರ ಆಡ್ತಾರೆ ಅವರನ್ನ ಹೀಗೆ ಬಿಟ್ಟಿದ್ದರೆ ಕಲಿಯುಗದ ಸರ್ವಜ್ಞ ಹಾಗಿ ಬಿಡುತ್ತಿದ್ದರು ಥ್ಯಾಂಕ್ಯೂ ಮೋದಿಜಿ ಟಿಕ್ ಟಾಕ್ ಬ್ಯಾನ್ ಮಾಡಿದ್ದಕ್ಕೆ.,ಕೆಲವರು ಟಿಕ್ ಟಾಕ್ ಅಲ್ಲಿ ಫಿಲಂ ಡೈಲಾಗ್ಸ್ ಮಿಕ್ಸ್ ಮಾಡಿ ಸ್ವಾಮಿ ವಿವೇಕಾನಂದ ಎಪಿಜೆ ಅಬ್ದುಲ್ ಕಲಾಂ ಜಿ ಥರ ಆಡ್ತಾರೆ ಅವರನ್ನ ಹೀಗೆ ಬಿಟ್ಟಿದ್ದರೆ ಕಲಿಯುಗದ ಸರ್ವಜ್ಞ  ಹಾಗಿ   ಬಿಡುತ್ತಿದ್ದರು  ಥ್ಯಾಂಕ್ಯೂ ಮೋದಿಜಿ ಟಿಕ್ ಟಾಕ್ ಬ್ಯಾನ್ ಮಾಡಿದ್ದಕ್ಕೆ.,Negative,Offensive_Untargetede
3645,ಪ್ರಜ್ಜು ಪ್ರಜ್ಜು ನಾನ್ ಪ್ರಜ್ವಾಲಾ ಓನ್ಡು ಹಿಟ್ಟು ನಿಪು ಕೊಡಪ್ಪ ಅಭಿಮಾನಿಗಳಿಂದ,Prajju prajju nan prajwala ondu hittu ninu kodappa from fan,Positive,Offensive_Targeted_Insult_Individual
4188,ಸೂಪರ್ ಜೈ ಕಿಕ್ಚಾ ಸುದೀಪ್ ಅನ್ನಾ,Super  jai kiccha sudeep anna,Positive,Not_offensive
